Designator,Mid X,Mid Y,Layer,Rotation
J1,210.500000,-6.000000,Top,270.0
Q1,10.000000,-4.800000,Top,0.0
Q2,30.000000,-4.800000,Top,0.0
Q3,50.000000,-4.800000,Top,0.0
Q4,75.000000,-4.800000,Top,0.0
Q5,130.000000,-4.800000,Top,0.0
Q6,190.000000,-4.800000,Top,0.0
