t_s,i_A,v_bank_V
-2.6812500e-03,5.3376,49.780
-2.6787500e-03,3.9088,49.813
-2.6762500e-03,-4.8560,49.773
-2.6737500e-03,2.3552,49.800
-2.6712500e-03,0.4704,49.810
-2.6687500e-03,0.9648,49.809
-2.6662500e-03,1.0304,49.804
-2.6637500e-03,3.0720,49.812
-2.6612500e-03,-3.2928,49.783
-2.6587500e-03,1.4240,49.802
-2.6562500e-03,2.8208,49.810
-2.6537500e-03,-0.0752,49.816
-2.6512500e-03,-1.5920,49.799
-2.6487500e-03,1.7728,49.811
-2.6462500e-03,2.3424,49.788
-2.6437500e-03,-2.2912,49.782
-2.6412500e-03,2.1280,49.804
-2.6387500e-03,1.0976,49.809
-2.6362500e-03,-2.5824,49.763
-2.6337500e-03,4.9824,49.801
-2.6312500e-03,3.6048,49.807
-2.6287500e-03,-5.2432,49.786
-2.6262500e-03,3.4608,49.788
-2.6237500e-03,1.2464,49.815
-2.6212500e-03,-0.4160,49.808
-2.6187500e-03,-2.8352,49.790
-2.6162500e-03,5.1552,49.807
-2.6137500e-03,-3.5872,49.809
-2.6112500e-03,0.8224,49.773
-2.6087500e-03,7.8992,49.808
-2.6062500e-03,1.5376,49.796
-2.6037500e-03,-4.3104,49.779
-2.6012500e-03,3.4464,49.791
-2.5987500e-03,-1.7184,49.811
-2.5962500e-03,1.5936,49.802
-2.5937500e-03,-1.4640,49.785
-2.5912500e-03,4.1056,49.815
-2.5887500e-03,-5.1520,49.774
-2.5862500e-03,4.8864,49.804
-2.5837500e-03,3.9280,49.810
-2.5812500e-03,-1.5344,49.803
-2.5787500e-03,-3.4640,49.777
-2.5762500e-03,7.5616,49.819
-2.5737500e-03,-4.8400,49.772
-2.5712500e-03,1.0736,49.802
-2.5687500e-03,0.6192,49.812
-2.5662500e-03,1.4688,49.812
-2.5637500e-03,-4.5056,49.789
-2.5612500e-03,13.2192,49.834
-2.5587500e-03,-0.3200,49.821
-2.5562500e-03,-8.1376,49.765
-2.5537500e-03,4.0192,49.803
-2.5512500e-03,6.5344,49.824
-2.5487500e-03,-4.5280,49.783
-2.5462500e-03,-1.9984,49.796
-2.5437500e-03,4.9344,49.815
-2.5412500e-03,2.1776,49.802
-2.5387500e-03,-2.1648,49.789
-2.5362500e-03,6.5024,49.824
-2.5337500e-03,-3.1968,49.778
-2.5312500e-03,-3.8000,49.792
-2.5287500e-03,5.7744,49.812
-2.5262500e-03,-0.1888,49.813
-2.5237500e-03,-1.3984,49.784
-2.5212500e-03,1.3968,49.796
-2.5187500e-03,2.0880,49.807
-2.5162500e-03,-2.1584,49.806
-2.5137500e-03,2.7200,49.786
-2.5112500e-03,6.3840,49.813
-2.5087500e-03,-8.0112,49.760
-2.5062500e-03,2.7696,49.813
-2.5037500e-03,7.7568,49.826
-2.5012500e-03,-1.6544,49.806
-2.4987500e-03,-1.3888,49.772
-2.4962500e-03,-0.9904,49.807
-2.4937500e-03,2.8464,49.810
-2.4912500e-03,0.5024,49.809
-2.4887500e-03,0.5632,49.792
-2.4862500e-03,-0.9872,49.816
-2.4837500e-03,-2.2464,49.776
-2.4812500e-03,9.5488,49.813
-2.4787500e-03,3.5392,49.819
-2.4762500e-03,-5.8480,49.784
-2.4737500e-03,2.3424,49.788
-2.4712500e-03,2.4448,49.804
-2.4687500e-03,0.1264,49.795
-2.4662500e-03,-1.9216,49.793
-2.4637500e-03,2.7264,49.805
-2.4612500e-03,-3.9168,49.794
-2.4587500e-03,4.1120,49.800
-2.4562500e-03,9.3600,49.844
-2.4537500e-03,-4.8976,49.800
-2.4512500e-03,-1.2272,49.792
-2.4487500e-03,6.7856,49.807
-2.4462500e-03,-3.2496,49.797
-2.4437500e-03,-2.2992,49.788
-2.4412500e-03,3.5232,49.804
-2.4387500e-03,1.7664,49.837
-2.4362500e-03,-3.4128,49.789
-2.4337500e-03,3.2368,49.811
-2.4312500e-03,4.5536,49.814
-2.4287500e-03,-2.5568,49.793
-2.4262500e-03,-0.6688,49.802
-2.4237500e-03,3.7600,49.824
-2.4212500e-03,-3.3296,49.790
-2.4187500e-03,1.6864,49.786
-2.4162500e-03,1.5360,49.796
-2.4137500e-03,0.1536,49.815
-2.4112500e-03,-3.9360,49.766
-2.4087500e-03,13.3424,49.841
-2.4062500e-03,-0.6752,49.817
-2.4037500e-03,-8.6416,49.771
-2.4012500e-03,6.4384,49.816
-2.3987500e-03,7.4656,49.833
-2.3962500e-03,-6.0080,49.787
-2.3937500e-03,-0.3616,49.792
-2.3912500e-03,3.5264,49.805
-2.3887500e-03,1.7168,49.797
-2.3862500e-03,-0.3104,49.802
-2.3837500e-03,2.0496,49.780
-2.3812500e-03,-1.6416,49.798
-2.3787500e-03,1.4448,49.805
-2.3762500e-03,1.4032,49.816
-2.3737500e-03,-0.5056,49.802
-2.3712500e-03,-1.3696,49.793
-2.3687500e-03,3.2512,49.818
-2.3662500e-03,1.3696,49.811
-2.3637500e-03,-0.9648,49.810
-2.3612500e-03,-0.8000,49.807
-2.3587500e-03,8.1328,49.822
-2.3562500e-03,-8.3344,49.766
-2.3537500e-03,3.9584,49.794
-2.3512500e-03,5.6944,49.840
-2.3487500e-03,-0.4832,49.790
-2.3462500e-03,-2.5904,49.764
-2.3437500e-03,2.3056,49.809
-2.3412500e-03,-0.6560,49.803
-2.3387500e-03,0.0848,49.795
-2.3362500e-03,1.9328,49.790
-2.3337500e-03,-0.2544,49.801
-2.3312500e-03,-2.7904,49.783
-2.3287500e-03,7.5472,49.803
-2.3262500e-03,3.3472,49.810
-2.3237500e-03,-4.2064,49.786
-2.3212500e-03,2.4208,49.807
-2.3187500e-03,-1.3744,49.809
-2.3162500e-03,2.2272,49.778
-2.3137500e-03,-0.8224,49.795
-2.3112500e-03,0.6352,49.799
-2.3087500e-03,-4.6784,49.797
-2.3062500e-03,7.1760,49.796
-2.3037500e-03,8.3664,49.836
-2.3012500e-03,-4.6016,49.786
-2.2987500e-03,-3.9072,49.789
-2.2962500e-03,8.8864,49.827
-2.2937500e-03,-2.1936,49.793
-2.2912500e-03,-1.5504,49.819
-2.2887500e-03,-0.9152,49.803
-2.2862500e-03,4.6928,49.808
-2.2837500e-03,-4.5600,49.796
-2.2812500e-03,7.6848,49.829
-2.2787500e-03,1.9536,49.820
-2.2762500e-03,-5.2000,49.786
-2.2737500e-03,1.5056,49.787
-2.2712500e-03,6.4320,49.809
-2.2687500e-03,-7.3088,49.795
-2.2662500e-03,3.2880,49.796
-2.2637500e-03,0.6944,49.811
-2.2612500e-03,1.5296,49.800
-2.2587500e-03,-3.9248,49.789
-2.2562500e-03,12.4288,49.836
-2.2537500e-03,-3.8288,49.806
-2.2512500e-03,-5.0192,49.765
-2.2487500e-03,4.0688,49.817
-2.2462500e-03,4.5744,49.811
-2.2437500e-03,-4.0864,49.785
-2.2412500e-03,1.1696,49.804
-2.2387500e-03,1.1680,49.814
-2.2362500e-03,0.6800,49.796
-2.2337500e-03,0.9376,49.802
-2.2312500e-03,8.0656,49.828
-2.2287500e-03,-8.7040,49.791
-2.2262500e-03,-0.3424,49.794
-2.2237500e-03,10.8128,49.836
-2.2212500e-03,-0.4864,49.814
-2.2187500e-03,-4.4000,49.785
-2.2162500e-03,2.1968,49.823
-2.2137500e-03,3.0496,49.800
-2.2112500e-03,-1.0096,49.801
-2.2087500e-03,1.2432,49.792
-2.2062500e-03,-0.3968,49.801
-2.2037500e-03,0.8272,49.775
-2.2012500e-03,2.5440,49.797
-2.1987500e-03,1.2224,49.808
-2.1962500e-03,-3.5520,49.799
-2.1937500e-03,4.5904,49.806
-2.1912500e-03,0.2592,49.811
-2.1887500e-03,-0.3792,49.810
-2.1862500e-03,-1.6752,49.806
-2.1837500e-03,3.4944,49.808
-2.1812500e-03,-1.6768,49.796
-2.1787500e-03,-0.8576,49.781
-2.1762500e-03,8.3792,49.834
-2.1737500e-03,2.8016,49.814
-2.1712500e-03,-6.4352,49.781
-2.1687500e-03,5.6368,49.802
-2.1662500e-03,-0.9536,49.813
-2.1637500e-03,-0.8784,49.790
-2.1612500e-03,-0.0496,49.795
-2.1587500e-03,3.4560,49.791
-2.1562500e-03,-3.8608,49.787
-2.1537500e-03,3.4832,49.811
-2.1512500e-03,3.6256,49.811
-2.1487500e-03,-0.6048,49.785
-2.1462500e-03,-3.0176,49.790
-2.1437500e-03,5.9344,49.823
-2.1412500e-03,-4.1296,49.796
-2.1387500e-03,1.5280,49.789
-2.1362500e-03,0.9824,49.811
-2.1337500e-03,-1.0640,49.801
-2.1312500e-03,-2.3616,49.793
-2.1287500e-03,11.4880,49.842
-2.1262500e-03,0.8032,49.812
-2.1237500e-03,-8.2928,49.772
-2.1212500e-03,3.7424,49.780
-2.1187500e-03,6.8176,49.805
-2.1162500e-03,-4.6448,49.782
-2.1137500e-03,-2.1488,49.797
-2.1112500e-03,4.3184,49.789
-2.1087500e-03,1.8608,49.804
-2.1062500e-03,-0.6544,49.788
-2.1037500e-03,0.6768,49.806
-2.1012500e-03,1.9968,49.803
-2.0987500e-03,-1.2304,49.798
-2.0962500e-03,1.1472,49.796
-2.0937500e-03,-0.3904,49.800
-2.0912500e-03,-2.5504,49.786
-2.0887500e-03,5.6528,49.829
-2.0862500e-03,1.3952,49.788
-2.0837500e-03,-4.3904,49.760
-2.0812500e-03,3.8928,49.781
-2.0787500e-03,7.9904,49.830
-2.0762500e-03,-9.4032,49.762
-2.0737500e-03,2.2336,49.796
-2.0712500e-03,8.7040,49.826
-2.0687500e-03,-1.0736,49.812
-2.0662500e-03,-3.0880,49.771
-2.0637500e-03,1.3232,49.815
-2.0612500e-03,1.5376,49.804
-2.0587500e-03,0.1984,49.797
-2.0562500e-03,1.1920,49.796
-2.0537500e-03,0.5696,49.808
-2.0512500e-03,-4.6720,49.769
-2.0487500e-03,9.0400,49.813
-2.0462500e-03,3.4784,49.816
-2.0437500e-03,-3.4416,49.791
-2.0412500e-03,-1.1568,49.797
-2.0387500e-03,3.3840,49.811
-2.0362500e-03,0.8608,49.806
-2.0337500e-03,-2.6528,49.790
-2.0312500e-03,1.2896,49.791
-2.0287500e-03,-0.8000,49.804
-2.0262500e-03,1.1408,49.796
-2.0237500e-03,9.0432,49.820
-2.0212500e-03,-2.9808,49.813
-2.0187500e-03,-2.6544,49.791
