t_s,i_A,v_bank_V
-2.5237500e-03,4.9792,49.768
-2.5212500e-03,-5.6576,49.773
-2.5187500e-03,2.4624,49.774
-2.5162500e-03,0.8368,49.781
-2.5137500e-03,1.9072,49.769
-2.5112500e-03,-11.9712,49.747
-2.5087500e-03,15.6256,49.810
-2.5062500e-03,7.2432,49.810
-2.5037500e-03,-11.6464,49.747
-2.5012500e-03,-4.4400,49.754
-2.4987500e-03,14.4000,49.809
-2.4962500e-03,-4.2752,49.771
-2.4937500e-03,-3.0976,49.762
-2.4912500e-03,-1.0880,49.763
-2.4887500e-03,6.5184,49.788
-2.4862500e-03,-1.7936,49.768
-2.4837500e-03,6.7680,49.793
-2.4812500e-03,-4.5456,49.768
-2.4787500e-03,-2.6528,49.761
-2.4762500e-03,3.6096,49.781
-2.4737500e-03,2.9232,49.778
-2.4712500e-03,-6.5792,49.755
-2.4687500e-03,2.1120,49.782
-2.4662500e-03,3.8672,49.786
-2.4637500e-03,-0.0880,49.762
-2.4612500e-03,-0.7344,49.772
-2.4587500e-03,8.8544,49.810
-2.4562500e-03,-11.6592,49.728
-2.4537500e-03,3.1312,49.780
-2.4512500e-03,7.6896,49.792
-2.4487500e-03,-2.9728,49.766
-2.4462500e-03,-2.1472,49.754
-2.4437500e-03,1.7792,49.789
-2.4412500e-03,1.3536,49.786
-2.4387500e-03,-2.4336,49.768
-2.4362500e-03,3.2832,49.770
-2.4337500e-03,0.4752,49.773
-2.4312500e-03,-1.5488,49.752
-2.4287500e-03,1.4032,49.787
-2.4262500e-03,3.7808,49.777
-2.4237500e-03,-1.8736,49.768
-2.4212500e-03,3.1456,49.770
-2.4187500e-03,-5.2992,49.768
-2.4162500e-03,2.6288,49.785
-2.4137500e-03,0.1760,49.766
-2.4112500e-03,3.5904,49.776
-2.4087500e-03,-11.4240,49.766
-2.4062500e-03,7.1840,49.773
-2.4037500e-03,14.6112,49.815
-2.4012500e-03,-7.0368,49.779
-2.3987500e-03,-9.3040,49.767
-2.3962500e-03,11.9040,49.796
-2.3937500e-03,-1.4576,49.771
-2.3912500e-03,-2.8192,49.767
-2.3887500e-03,-2.4016,49.771
-2.3862500e-03,4.8048,49.780
-2.3837500e-03,-0.9408,49.759
-2.3812500e-03,4.1600,49.774
-2.3787500e-03,-1.0944,49.759
-2.3762500e-03,-1.8816,49.754
-2.3737500e-03,1.1632,49.769
-2.3712500e-03,5.1168,49.785
-2.3687500e-03,-9.2368,49.749
-2.3662500e-03,3.4208,49.778
-2.3637500e-03,4.4816,49.770
-2.3612500e-03,-0.5952,49.778
-2.3587500e-03,-2.6768,49.767
-2.3562500e-03,11.2160,49.812
-2.3537500e-03,-5.4048,49.767
-2.3512500e-03,-7.6992,49.749
-2.3487500e-03,7.0720,49.789
-2.3462500e-03,2.4384,49.789
-2.3437500e-03,-3.9840,49.760
-2.3412500e-03,0.5424,49.770
-2.3387500e-03,3.0352,49.778
-2.3362500e-03,-1.9120,49.777
-2.3337500e-03,2.6384,49.769
-2.3312500e-03,1.8688,49.762
-2.3287500e-03,-1.3168,49.762
-2.3262500e-03,-0.8336,49.782
-2.3237500e-03,3.1008,49.769
-2.3212500e-03,-0.9888,49.779
-2.3187500e-03,1.8080,49.777
-2.3162500e-03,-1.6208,49.783
-2.3137500e-03,0.2800,49.760
-2.3112500e-03,-0.1808,49.764
-2.3087500e-03,4.2800,49.769
-2.3062500e-03,-4.1744,49.792
-2.3037500e-03,-4.3696,49.754
-2.3012500e-03,13.7824,49.813
-2.2987500e-03,1.6576,49.786
-2.2962500e-03,-8.3472,49.764
-2.2937500e-03,3.6816,49.772
-2.2912500e-03,1.3152,49.783
-2.2887500e-03,0.2128,49.770
-2.2862500e-03,-3.1024,49.751
-2.2837500e-03,2.0512,49.766
-2.2812500e-03,-1.1200,49.769
-2.2787500e-03,4.7168,49.779
-2.2762500e-03,2.3760,49.782
-2.2737500e-03,-3.6656,49.756
-2.2712500e-03,-0.0976,49.768
-2.2687500e-03,7.7584,49.788
-2.2662500e-03,-7.4128,49.768
-2.2637500e-03,-1.1856,49.767
-2.2612500e-03,4.4656,49.787
-2.2587500e-03,2.5728,49.783
-2.2562500e-03,-8.7216,49.747
-2.2537500e-03,14.0208,49.816
-2.2512500e-03,2.0384,49.791
-2.2487500e-03,-12.8992,49.742
-2.2462500e-03,5.1072,49.776
-2.2437500e-03,6.5136,49.803
-2.2412500e-03,-5.5344,49.747
-2.2387500e-03,-0.8432,49.773
-2.2362500e-03,4.0176,49.791
-2.2337500e-03,-0.1824,49.772
-2.2312500e-03,0.6272,49.774
-2.2287500e-03,5.5072,49.783
-2.2262500e-03,-2.8112,49.764
-2.2237500e-03,-3.7216,49.755
-2.2212500e-03,4.0256,49.776
-2.2187500e-03,2.2944,49.759
-2.2162500e-03,-3.7936,49.758
-2.2137500e-03,0.9072,49.804
-2.2112500e-03,1.4704,49.783
-2.2087500e-03,0.3136,49.761
-2.2062500e-03,2.4000,49.767
-2.2037500e-03,4.0704,49.802
-2.2012500e-03,-13.6816,49.755
-2.1987500e-03,10.4096,49.798
-2.1962500e-03,9.7104,49.828
-2.1937500e-03,-7.4048,49.742
-2.1912500e-03,-4.2576,49.748
-2.1887500e-03,5.2272,49.783
-2.1862500e-03,2.6624,49.769
-2.1837500e-03,-3.8384,49.767
-2.1812500e-03,-0.5040,49.759
-2.1787500e-03,1.6832,49.778
-2.1762500e-03,1.9760,49.774
-2.1737500e-03,3.8160,49.782
-2.1712500e-03,-2.5296,49.777
-2.1687500e-03,-0.4448,49.763
-2.1662500e-03,6.4512,49.796
-2.1637500e-03,-4.6496,49.761
-2.1612500e-03,-2.5536,49.781
-2.1587500e-03,2.8960,49.747
-2.1562500e-03,3.4688,49.778
-2.1537500e-03,-7.9296,49.750
-2.1512500e-03,6.9120,49.792
-2.1487500e-03,8.1456,49.795
-2.1462500e-03,-5.8240,49.764
-2.1437500e-03,-3.2496,49.757
-2.1412500e-03,6.6736,49.801
-2.1387500e-03,-4.0304,49.773
-2.1362500e-03,0.6720,49.780
-2.1337500e-03,1.3424,49.771
-2.1312500e-03,0.8592,49.765
-2.1287500e-03,-3.3984,49.759
-2.1262500e-03,10.9808,49.812
-2.1237500e-03,-1.4144,49.770
-2.1212500e-03,-7.8256,49.743
-2.1187500e-03,2.4144,49.764
-2.1162500e-03,6.4416,49.792
-2.1137500e-03,-5.8544,49.759
-2.1112500e-03,0.2432,49.768
-2.1087500e-03,1.5824,49.783
-2.1062500e-03,2.0624,49.774
-2.1037500e-03,0.6256,49.757
-2.1012500e-03,4.0832,49.783
-2.0987500e-03,-6.4768,49.756
-2.0962500e-03,2.6144,49.764
-2.0937500e-03,4.1200,49.782
-2.0912500e-03,-1.0736,49.764
-2.0887500e-03,-5.2320,49.758
-2.0862500e-03,5.3312,49.796
-2.0837500e-03,1.3168,49.771
-2.0812500e-03,-1.7744,49.766
-2.0787500e-03,0.4240,49.779
-2.0762500e-03,4.0128,49.791
-2.0737500e-03,-8.2688,49.750
-2.0712500e-03,9.9296,49.806
-2.0687500e-03,3.1552,49.793
-2.0662500e-03,-5.2256,49.775
-2.0637500e-03,1.8672,49.776
-2.0612500e-03,0.9792,49.783
-2.0587500e-03,-1.2368,49.797
-2.0562500e-03,-1.5904,49.769
-2.0537500e-03,3.9520,49.771
-2.0512500e-03,-2.5456,49.767
-2.0487500e-03,0.7808,49.765
-2.0462500e-03,4.6528,49.771
-2.0437500e-03,0.1104,49.783
-2.0412500e-03,-3.2848,49.756
-2.0387500e-03,6.4432,49.786
-2.0362500e-03,-6.7072,49.765
-2.0337500e-03,1.7632,49.762
-2.0312500e-03,1.5536,49.769
-2.0287500e-03,1.9424,49.786
-2.0262500e-03,-11.2432,49.735
-2.0237500e-03,15.9744,49.807
-2.0212500e-03,5.3344,49.801
-2.0187500e-03,-11.8592,49.756
-2.0162500e-03,-2.1696,49.765
-2.0137500e-03,12.8416,49.818
-2.0112500e-03,-5.3104,49.753
-2.0087500e-03,-2.1312,49.768
-2.0062500e-03,-0.6176,49.782
-2.0037500e-03,5.8464,49.795
-2.0012500e-03,-1.1904,49.777
-1.9987500e-03,5.3568,49.783
-1.9962500e-03,-4.2160,49.774
-1.9937500e-03,-1.3552,49.754
-1.9912500e-03,2.7456,49.776
-1.9887500e-03,2.6848,49.773
-1.9862500e-03,-7.0912,49.753
-1.9837500e-03,3.6912,49.768
-1.9812500e-03,3.4480,49.770
-1.9787500e-03,-1.1232,49.760
-1.9762500e-03,-0.8928,49.763
-1.9737500e-03,10.5744,49.821
-1.9712500e-03,-13.3952,49.745
-1.9687500e-03,3.2816,49.785
-1.9662500e-03,9.3888,49.808
-1.9637500e-03,-3.2896,49.787
-1.9612500e-03,-3.8432,49.746
-1.9587500e-03,3.1056,49.791
-1.9562500e-03,1.5792,49.768
-1.9537500e-03,-2.8240,49.771
-1.9512500e-03,2.8080,49.779
-1.9487500e-03,0.3728,49.778
-1.9462500e-03,-2.2848,49.761
-1.9437500e-03,3.8496,49.787
-1.9412500e-03,4.5440,49.783
-1.9387500e-03,-3.4464,49.766
-1.9362500e-03,2.4816,49.779
-1.9337500e-03,-4.2704,49.762
-1.9312500e-03,2.7904,49.758
-1.9287500e-03,-0.1248,49.777
-1.9262500e-03,2.3872,49.777
-1.9237500e-03,-11.4736,49.744
-1.9212500e-03,10.3088,49.803
-1.9187500e-03,12.2624,49.816
-1.9162500e-03,-7.6064,49.789
-1.9137500e-03,-8.2944,49.753
-1.9112500e-03,12.3056,49.790
-1.9087500e-03,-2.2592,49.779
-1.9062500e-03,-2.3184,49.770
-1.9037500e-03,-2.1952,49.774
-1.9012500e-03,5.2816,49.775
-1.8987500e-03,-1.9008,49.768
-1.8962500e-03,5.1520,49.757
-1.8937500e-03,-1.6080,49.765
-1.8912500e-03,-2.1232,49.767
-1.8887500e-03,1.4560,49.770
-1.8862500e-03,4.6720,49.775
-1.8837500e-03,-8.3536,49.758
-1.8812500e-03,2.9936,49.774
-1.8787500e-03,3.9296,49.777
-1.8762500e-03,-0.1392,49.780
-1.8737500e-03,-1.6256,49.775
-1.8712500e-03,9.8512,49.804
-1.8687500e-03,-6.7376,49.768
-1.8662500e-03,-5.4112,49.757
-1.8637500e-03,7.9504,49.811
-1.8612500e-03,0.5840,49.786
-1.8587500e-03,-4.7504,49.741
-1.8562500e-03,1.8832,49.778
-1.8537500e-03,3.3808,49.782
-1.8512500e-03,-3.0848,49.767
-1.8487500e-03,2.8736,49.773
-1.8462500e-03,3.1680,49.781
-1.8437500e-03,-3.6960,49.765
-1.8412500e-03,-0.4512,49.762
