t_s,i_A,v_bank_V
-2.3662500e-03,-0.7568,49.716
-2.3637500e-03,5.9040,49.748
-2.3612500e-03,-1.6176,49.718
-2.3587500e-03,-2.3712,49.712
-2.3562500e-03,0.5968,49.717
-2.3537500e-03,1.8688,49.734
-2.3512500e-03,-2.2992,49.716
-2.3487500e-03,-1.4992,49.729
-2.3462500e-03,-0.0848,49.706
-2.3437500e-03,0.7952,49.720
-2.3412500e-03,1.4368,49.720
-2.3387500e-03,0.3104,49.755
-2.3362500e-03,-3.8928,49.730
-2.3337500e-03,4.9488,49.727
-2.3312500e-03,3.3584,49.746
-2.3287500e-03,-3.6112,49.732
-2.3262500e-03,-0.8848,49.720
-2.3237500e-03,-0.6096,49.711
-2.3212500e-03,1.5248,49.722
-2.3187500e-03,-1.7808,49.707
-2.3162500e-03,0.3568,49.719
-2.3137500e-03,-2.4208,49.732
-2.3112500e-03,3.4624,49.713
-2.3087500e-03,3.0704,49.725
-2.3062500e-03,-1.6944,49.722
-2.3037500e-03,-3.4528,49.721
-2.3012500e-03,5.8288,49.719
-2.2987500e-03,-4.6048,49.734
-2.2962500e-03,-1.2928,49.715
-2.2937500e-03,-0.5120,49.729
-2.2912500e-03,3.8192,49.715
-2.2887500e-03,-7.1920,49.732
-2.2862500e-03,8.1200,49.756
-2.2837500e-03,3.0592,49.757
-2.2812500e-03,-4.6512,49.745
-2.2787500e-03,-1.8448,49.719
-2.2762500e-03,5.0144,49.732
-2.2737500e-03,-5.3936,49.724
-2.2712500e-03,0.2640,49.719
-2.2687500e-03,0.3984,49.707
-2.2662500e-03,0.7200,49.707
-2.2637500e-03,-3.6192,49.721
-2.2612500e-03,6.8464,49.735
-2.2587500e-03,-0.2384,49.722
-2.2562500e-03,-3.7568,49.728
-2.2537500e-03,-0.6864,49.723
-2.2512500e-03,3.7472,49.744
-2.2487500e-03,-3.5152,49.715
-2.2462500e-03,-1.1424,49.717
-2.2437500e-03,-0.1056,49.724
-2.2412500e-03,0.4592,49.722
-2.2387500e-03,1.1696,49.726
-2.2362500e-03,5.6448,49.761
-2.2337500e-03,-8.0208,49.751
-2.2312500e-03,1.3968,49.703
-2.2287500e-03,6.8464,49.748
-2.2262500e-03,-2.0368,49.749
-2.2237500e-03,-3.7728,49.720
-2.2212500e-03,-0.5408,49.712
-2.2187500e-03,3.1088,49.724
-2.2162500e-03,-1.6528,49.716
-2.2137500e-03,-0.3424,49.716
-2.2112500e-03,-0.8752,49.737
-2.2087500e-03,2.6112,49.724
-2.2062500e-03,1.1312,49.718
-2.2037500e-03,-0.9104,49.720
-2.2012500e-03,-3.0928,49.721
-2.1987500e-03,4.7152,49.737
-2.1962500e-03,-3.6880,49.719
-2.1937500e-03,-1.1744,49.700
-2.1912500e-03,-1.3552,49.711
-2.1887500e-03,4.1824,49.720
-2.1862500e-03,-5.9024,49.744
-2.1837500e-03,3.7760,49.730
-2.1812500e-03,5.7136,49.760
-2.1787500e-03,-1.8480,49.757
-2.1762500e-03,-3.9808,49.722
-2.1737500e-03,4.4016,49.726
-2.1712500e-03,-4.3568,49.728
-2.1687500e-03,0.0448,49.725
-2.1662500e-03,-0.0912,49.720
-2.1637500e-03,1.1440,49.707
-2.1612500e-03,-3.4784,49.724
-2.1587500e-03,4.7696,49.732
-2.1562500e-03,1.8768,49.734
-2.1537500e-03,-2.6016,49.718
-2.1512500e-03,-2.4880,49.728
-2.1487500e-03,4.1056,49.738
-2.1462500e-03,-3.8960,49.723
-2.1437500e-03,0.0896,49.718
-2.1412500e-03,-0.0432,49.716
-2.1387500e-03,-0.3040,49.729
-2.1362500e-03,-0.5200,49.718
-2.1337500e-03,7.7600,49.752
-2.1312500e-03,-4.5632,49.760
-2.1287500e-03,-3.8800,49.735
-2.1262500e-03,5.6592,49.730
-2.1237500e-03,0.9456,49.745
-2.1212500e-03,-4.9728,49.712
-2.1187500e-03,-1.5408,49.713
-2.1162500e-03,3.3504,49.735
-2.1137500e-03,-0.7904,49.714
-2.1112500e-03,-0.4784,49.725
-2.1087500e-03,0.1680,49.728
-2.1062500e-03,1.2416,49.718
-2.1037500e-03,0.2000,49.718
-2.1012500e-03,0.1824,49.729
-2.0987500e-03,-2.6512,49.710
-2.0962500e-03,2.0960,49.714
-2.0937500e-03,-1.3888,49.719
-2.0912500e-03,-0.4992,49.727
-2.0887500e-03,-2.2832,49.725
-2.0862500e-03,3.4368,49.716
-2.0837500e-03,-1.6176,49.760
-2.0812500e-03,-1.6800,49.721
-2.0787500e-03,5.5120,49.748
-2.0762500e-03,1.4864,49.760
-2.0737500e-03,-3.9952,49.727
-2.0712500e-03,2.1184,49.719
-2.0687500e-03,-3.5200,49.734
-2.0662500e-03,-0.1056,49.725
-2.0637500e-03,0.2016,49.722
-2.0612500e-03,1.0352,49.710
-2.0587500e-03,-3.4960,49.715
-2.0562500e-03,3.3216,49.722
-2.0537500e-03,3.4576,49.723
-2.0512500e-03,-2.3040,49.717
-2.0487500e-03,-3.2304,49.710
-2.0462500e-03,4.0304,49.735
-2.0437500e-03,-4.0768,49.720
-2.0412500e-03,0.0112,49.726
-2.0387500e-03,-0.2016,49.718
-2.0362500e-03,-0.0848,49.723
-2.0337500e-03,-3.6208,49.713
-2.0312500e-03,11.0416,49.765
-2.0287500e-03,-1.2896,49.757
-2.0262500e-03,-7.4112,49.736
-2.0237500e-03,3.6368,49.748
-2.0212500e-03,4.9920,49.750
-2.0187500e-03,-5.8416,49.723
-2.0162500e-03,-2.7088,49.723
-2.0137500e-03,3.2192,49.717
-2.0112500e-03,1.1216,49.730
-2.0087500e-03,-1.7952,49.719
-2.0062500e-03,1.3696,49.718
-2.0037500e-03,0.7360,49.716
-2.0012500e-03,-0.9056,49.708
-1.9987500e-03,-0.1072,49.722
-1.9962500e-03,-1.2752,49.721
-1.9937500e-03,-0.9184,49.711
-1.9912500e-03,0.4544,49.733
-1.9887500e-03,0.0256,49.724
-1.9862500e-03,-2.4720,49.714
-1.9837500e-03,1.9792,49.713
-1.9812500e-03,4.0016,49.772
-1.9787500e-03,-6.5584,49.726
-1.9762500e-03,3.8000,49.740
-1.9737500e-03,3.5584,49.747
-1.9712500e-03,-1.9824,49.750
-1.9687500e-03,-1.4080,49.694
-1.9662500e-03,-1.9904,49.723
-1.9637500e-03,0.1488,49.724
-1.9612500e-03,0.2416,49.725
-1.9587500e-03,0.5296,49.710
-1.9562500e-03,-3.3744,49.741
