Designator,Mid X,Mid Y,Layer,Rotation
D1,134.000000,-52.000000,Top,180.0
DZ1,64.000000,-72.000000,Top,0.0
J1,14.000000,-52.000000,Top,0.0
J2,18.000000,-84.000000,Top,0.0
J3,48.000000,-84.000000,Top,0.0
RB1,140.000000,-70.000000,Top,90.0
RD1,124.000000,-66.000000,Top,90.0
RD2,124.000000,-74.000000,Top,90.0
RFP,86.000000,-70.000000,Top,0.0
RG1,98.000000,-70.000000,Top,0.0
RGS,34.000000,-72.000000,Top,0.0
RS1,110.000000,-52.000000,Top,0.0
U1,50.000000,-72.000000,Top,270.0
